year,area_id,species_code,sex,age,apop
2025,99903,30060,3,34,186
2025,99903,30060,3,39,186
2025,99903,30060,3,40,186
2025,99903,30060,3,49,186
2025,99903,30152,1,3,19188
2025,99903,30152,1,5,65781
2025,99903,30152,1,6,86435
2025,99903,30152,1,7,409168
2025,99903,30152,1,8,947493
2025,99903,30152,1,9,4056083
2025,99903,30152,1,10,3396816
2025,99903,30152,1,11,5876297
2025,99903,30152,1,12,5473930
2025,99903,30152,1,13,2780781
2025,99903,30152,1,14,3112543
2025,99903,30152,1,15,1560258
2025,99903,30152,1,16,1639314
2025,99903,30152,1,17,2074346
2025,99903,30152,1,18,1994631
2025,99903,30152,1,19,1509757
2025,99903,30152,1,20,1181683
2025,99903,30152,1,21,2418175
2025,99903,30152,1,22,443600
2025,99903,30152,1,23,204775
2025,99903,30152,1,24,702507
2025,99903,30152,1,25,1258100
2025,99903,30152,1,26,364697
2025,99903,30152,1,27,565734
2025,99903,30152,1,28,448191
2025,99903,30152,1,29,121281
2025,99903,30152,1,30,121281
2025,99903,30152,1,31,244268
2025,99903,30152,1,32,121281
2025,99903,30152,1,34,122134
2025,99903,30152,1,37,174092
2025,99903,30152,2,3,19188
2025,99903,30152,2,4,21284
2025,99903,30152,2,5,121094
2025,99903,30152,2,6,315820
2025,99903,30152,2,7,212911
2025,99903,30152,2,8,1457692
2025,99903,30152,2,9,4339610
2025,99903,30152,2,10,4334631
2025,99903,30152,2,11,5934325
2025,99903,30152,2,12,5787547
2025,99903,30152,2,13,2420193
2025,99903,30152,2,14,1838114
2025,99903,30152,2,15,2068942
2025,99903,30152,2,16,3424626
2025,99903,30152,2,17,2827843
2025,99903,30152,2,18,1486351
2025,99903,30152,2,19,2387347
2025,99903,30152,2,20,929457
2025,99903,30152,2,21,1257675
2025,99903,30152,2,22,1639181
2025,99903,30152,2,23,247646
2025,99903,30152,2,24,1028119
2025,99903,30152,2,25,322381
2025,99903,30152,2,26,345368
2025,99903,30152,2,27,157081
2025,99903,30152,2,28,784845
2025,99903,30152,2,30,677944
2025,99903,30152,2,31,322381
2025,99903,30152,2,32,556668
2025,99903,30152,2,33,273217
2025,99903,30152,2,34,221545
2025,99903,30152,2,35,234287
2025,99903,30152,2,45,549632
2025,99903,30152,3,8,11604
2025,99903,30152,3,9,22236
2025,99903,30152,3,10,7031
2025,99903,30152,3,11,7831
2025,99903,30152,3,12,5487
2025,99903,30152,3,13,2744
2025,99903,30152,3,14,686
2025,99903,30152,3,16,1372
2025,99903,30152,3,17,686
2025,99903,30420,1,5,72466
2025,99903,30420,1,6,213266
2025,99903,30420,1,7,441807
2025,99903,30420,1,8,909407
2025,99903,30420,1,9,775019
2025,99903,30420,1,10,1862946
2025,99903,30420,1,11,1216950
2025,99903,30420,1,12,1727734
2025,99903,30420,1,13,2006309
2025,99903,30420,1,14,606636
2025,99903,30420,1,15,267228
2025,99903,30420,1,16,1439163
2025,99903,30420,1,17,1541685
2025,99903,30420,1,18,1652176
2025,99903,30420,1,19,2392179
2025,99903,30420,1,20,2647624
2025,99903,30420,1,21,2456783
2025,99903,30420,1,22,2175205
2025,99903,30420,1,23,1756930
2025,99903,30420,1,24,2539255
2025,99903,30420,1,25,1024360
2025,99903,30420,1,26,491759
2025,99903,30420,1,27,1154986
2025,99903,30420,1,28,1218103
2025,99903,30420,1,29,699474
2025,99903,30420,1,31,740002
2025,99903,30420,1,32,1704430
2025,99903,30420,1,33,836299
2025,99903,30420,1,35,1355375
2025,99903,30420,1,36,224531
2025,99903,30420,1,37,548650
2025,99903,30420,1,38,1479105
2025,99903,30420,1,39,113897
2025,99903,30420,1,40,548650
2025,99903,30420,1,41,449062
2025,99903,30420,1,42,553429
2025,99903,30420,1,43,783675
2025,99903,30420,1,44,1003427
2025,99903,30420,1,45,512180
2025,99903,30420,1,46,553429
2025,99903,30420,1,49,987502
2025,99903,30420,1,50,763609
2025,99903,30420,1,52,548650
2025,99903,30420,1,54,224531
2025,99903,30420,1,58,287649
2025,99903,30420,2,5,228040
2025,99903,30420,2,6,80182
2025,99903,30420,2,7,142654
2025,99903,30420,2,8,490500
2025,99903,30420,2,9,1932394
2025,99903,30420,2,10,2998069
2025,99903,30420,2,11,427085
2025,99903,30420,2,12,973218
2025,99903,30420,2,13,862363
2025,99903,30420,2,14,427085
2025,99903,30420,2,15,1161393
2025,99903,30420,2,16,1433836
2025,99903,30420,2,17,2151560
2025,99903,30420,2,18,3458492
2025,99903,30420,2,19,2790419
2025,99903,30420,2,20,1892631
2025,99903,30420,2,21,6617174
2025,99903,30420,2,22,1551404
2025,99903,30420,2,23,3774635
2025,99903,30420,2,24,3331359
2025,99903,30420,2,25,3376627
2025,99903,30420,2,26,2306724
2025,99903,30420,2,27,298195
2025,99903,30420,2,28,624066
2025,99903,30420,2,29,1052960
2025,99903,30420,2,30,726995
2025,99903,30420,2,31,1094680
2025,99903,30420,2,32,1302932
2025,99903,30420,2,33,2343528
2025,99903,30420,2,34,2243602
2025,99903,30420,2,35,1821172
2025,99903,30420,2,36,511949
2025,99903,30420,2,37,624066
2025,99903,30420,2,38,2022562
2025,99903,30420,2,39,1271559
2025,99903,30420,2,40,2359964
2025,99903,30420,2,41,2031878
2025,99903,30420,2,42,835521
2025,99903,30420,2,43,1023897
2025,99903,30420,2,44,1420048
2025,99903,30420,2,45,474206
2025,99903,30420,2,46,237103
2025,99903,30420,2,47,639752
2025,99903,30420,2,48,237103
2025,99903,30420,2,49,435278
2025,99903,30420,2,51,902234
2025,99903,30420,2,52,711309
2025,99903,30420,2,54,259159
2025,99903,30420,2,56,237103
2025,99903,30420,2,57,624066
