year,survey,stratum,hauljoin,lat_mid,long_mid
2011,47,22,-7807,56.74504,-155.196455
2011,47,121,-7808,56.788915,-155.274665
2011,47,220,-7809,56.96446,-155.361135
2011,47,121,-7810,56.927895,-155.110295
2011,47,220,-7811,56.98733,-155.144905
2011,47,22,-7812,57.207985,-154.684835
2011,47,20,-7813,57.590155,-155.5909
2011,47,20,-7814,57.729365,-155.26204
2011,47,121,-7815,57.92515,-154.8055
2011,47,20,-7816,58.080825,-154.303075
2011,47,232,-7817,58.114245,-154.000275
2011,47,132,-7818,58.16177,-153.816875
2011,47,232,-7819,57.566975,-154.889975
2011,47,232,-7820,57.65128,-154.80694
2011,47,121,-7821,57.62389,-154.482255
2011,47,121,-7822,57.762095,-154.178965
2011,47,35,-7823,57.881665,-153.804265
2011,47,132,-7824,58.208665,-153.715005
2011,47,130,-7825,57.98174,-152.106935
2011,47,130,-7826,58.04882,-152.000625
2011,47,30,-7827,58.097715,-151.8793
2011,47,130,-7828,58.06869,-151.75334
2011,47,31,-7829,57.93605,-151.58613
2011,47,31,-7830,57.827885,-151.408965
2011,47,31,-7831,57.8363,-151.48598
2011,47,31,-7832,57.30269,-152.422775
2011,47,31,-7833,57.334775,-152.126575
2011,47,31,-7834,57.3679,-152.072255
2011,47,31,-7835,57.41798,-152.004735
2011,47,31,-7836,57.491615,-152.158535
2011,47,30,-7837,57.619005,-152.425375
2011,47,30,-7838,57.637895,-152.40147
2011,47,30,-7987,57.698495,-152.3056
2011,47,31,-7988,57.71161,-151.688185
2011,47,31,-7989,57.797035,-151.5993
2011,47,130,-7990,58.16738,-151.58162
2011,47,30,-7991,58.166465,-151.99819
2011,47,30,-7992,58.131725,-152.147265
2011,47,30,-7994,58.14922,-152.22178
2011,47,130,-7995,58.081035,-152.279045
2011,47,30,-7996,58.037385,-152.378365
2011,47,35,-7997,58.03479,-153.243405
2011,47,35,-7998,58.044225,-153.41551
2011,47,35,-7999,57.770355,-153.199725
2011,47,35,-8000,57.72305,-153.515565
2011,47,35,-8001,57.79387,-153.505135
2011,47,20,-8002,58.311625,-154.236255
2011,47,20,-8003,58.439635,-153.927595
2011,47,132,-8004,58.455745,-153.613955
2011,47,132,-8005,58.482205,-153.3332
2011,47,30,-8006,58.61804,-152.683735
2011,47,132,-8007,58.68066,-152.628215
2011,47,132,-8008,58.54432,-153.12644
2011,47,20,-8009,58.629595,-153.45519
2011,47,132,-8010,58.716475,-153.09568
2011,47,32,-8011,58.956575,-153.261625
2011,47,132,-8012,58.869915,-153.079635
2011,47,132,-8013,58.91039,-152.82481
2011,47,132,-8015,59.00711,-152.547315
2011,47,32,-8016,59.17971,-153.206985
2011,47,32,-8017,59.4777,-153.58174
2011,47,32,-8018,59.5722,-153.37599
2011,47,32,-8019,59.44613,-153.094775
2011,47,32,-8020,59.715725,-152.90983
2011,47,32,-8021,59.77464,-152.378915
2011,47,32,-8022,59.97129,-152.128045
2011,47,32,-8023,59.972065,-152.08295
2011,47,32,-8024,59.916535,-152.454615
2011,47,32,-8025,59.824835,-152.154575
2011,47,32,-8026,59.219005,-152.144025
2011,47,132,-8027,58.90055,-151.428515
2011,47,132,-8028,59.01141,-151.39853
2011,47,33,-8029,59.076125,-151.16115
2011,47,33,-8030,59.276615,-151.148125
2011,47,33,-8031,59.33626,-150.54024
2011,47,133,-8032,59.540755,-149.834765
2011,47,133,-8033,59.1966,-150.267565
2011,47,133,-8034,59.073075,-150.571115
2011,47,131,-8036,58.93965,-150.791265
2011,47,132,-8037,58.922685,-151.03086
2011,47,132,-8038,58.743865,-151.426785
2011,47,132,-8040,58.578765,-151.751385
2011,47,132,-8041,58.582925,-151.81914
2011,47,30,-8042,58.437725,-152.06347
2011,47,30,-8043,58.31299,-152.09796
2011,47,30,-8044,58.248785,-151.57034
2011,47,130,-8045,58.165445,-151.242485
2011,47,132,-8046,58.295785,-151.087255
2011,47,31,-8047,58.260735,-150.947875
2011,47,130,-8048,58.14913,-150.96407
2011,47,130,-8049,57.98973,-150.82842
2011,47,31,-8050,57.945725,-150.825995
2011,47,31,-8051,57.89825,-150.775835
2011,47,31,-8052,57.8884,-150.677225
2011,47,130,-8053,58.02096,-150.418615
2011,47,130,-8054,58.080375,-150.47917
2011,47,134,-8055,57.413965,-150.761175
2011,47,231,-8056,57.41202,-150.49528
2011,47,134,-8057,57.502635,-150.42632
2011,47,231,-8058,57.604925,-150.16729
2011,47,130,-8059,57.67409,-150.26951
2011,47,130,-8060,58.1591,-150.48908
2011,47,130,-8061,58.16477,-150.448725
2011,47,130,-8062,58.17501,-150.348605
2011,47,130,-8064,58.14864,-149.989995
2011,47,130,-8065,58.158035,-149.832725
2011,47,31,-8066,58.22644,-149.786865
2011,47,31,-8067,58.23895,-150.09208
2011,47,31,-8068,58.36722,-150.2392
2011,47,31,-8069,58.313275,-150.345585
2011,47,31,-8070,58.405435,-150.49449
2011,47,131,-8071,58.527585,-150.91209
2011,47,132,-8072,58.5786,-151.08039
2011,47,31,-8073,58.36285,-150.841725
2011,47,131,-8074,58.48341,-150.011485
2011,47,131,-8075,58.59345,-150.338885
2011,47,230,-8076,58.71771,-150.488485
2011,47,230,-8077,58.751695,-150.469615
2011,47,131,-8078,58.72877,-150.399465
2011,47,131,-8079,58.74194,-150.139815
2011,47,131,-8080,58.730935,-150.11726
2011,47,131,-8081,58.659415,-150.02003
2011,47,131,-8082,58.632085,-149.988635
2011,47,131,-8083,58.62395,-149.92529
2011,47,131,-8084,58.68668,-149.60421
2011,47,131,-8085,58.687485,-149.51511
2011,47,131,-8086,58.709465,-149.43015
2011,47,230,-8087,58.966065,-149.41308
2011,47,230,-8088,58.919875,-149.82341
2011,47,131,-8089,58.932815,-150.432745
2011,47,230,-8090,59.044945,-149.9791
2011,47,133,-8092,59.18087,-149.908485
2011,47,133,-8093,59.14265,-149.566975
2011,47,133,-8094,59.205515,-149.066225
2011,47,133,-8224,59.730665,-148.94222
2011,47,133,-8225,59.69824,-148.681975
2011,47,133,-8226,59.82077,-148.365935
2011,47,33,-8227,59.637465,-148.137475
2011,47,230,-8228,59.496895,-147.19863
2011,47,33,-8229,59.736735,-147.5425
2011,47,33,-8230,59.92255,-147.41072
2011,47,140,-8231,59.964775,-147.197165
2011,47,140,-8232,60.030225,-147.208165
2011,47,41,-8233,60.300655,-146.139065
2011,47,41,-8234,60.30055,-146.05785
2011,47,140,-8235,60.20134,-145.98107
2011,47,41,-8236,60.24646,-145.500065
2011,47,41,-8237,60.150805,-145.057725
2011,47,140,-8238,60.03424,-145.269195
2011,47,141,-8239,59.918845,-143.304475
2011,47,240,-8240,59.715455,-142.681495
2011,47,141,-8241,59.85347,-142.670645
2011,47,40,-8242,60.000035,-142.192195
2011,47,40,-8243,59.93917,-141.572705
2011,47,240,-8244,59.660215,-142.217275
2011,47,141,-8245,59.54897,-141.9285
2011,47,141,-8246,59.499235,-141.341735
2011,47,142,-8247,59.392765,-140.912675
2011,47,142,-8248,59.35566,-140.509375
2011,47,40,-8249,59.665625,-139.76993
2011,47,240,-8250,59.54554,-140.489275
2011,47,142,-8251,59.257675,-140.48975
2011,47,142,-8252,59.072265,-139.98049
2011,47,40,-8253,59.182125,-138.961525
2011,47,142,-8254,58.98,-138.57345
2011,47,40,-8255,58.79676,-138.143575
2011,47,40,-8256,58.79673,-138.237865
2011,47,143,-8257,58.54048,-138.02856
2011,47,143,-8258,58.35936,-137.986925
2011,47,143,-8259,58.44364,-137.5376
2011,47,240,-8260,58.149965,-137.033185
2011,47,250,-8261,58.00688,-136.72859
2011,47,150,-8262,57.65381,-136.50905
2011,47,50,-8263,57.745305,-136.21994
2011,47,351,-8264,57.27259,-136.298265
2011,47,250,-8265,57.24911,-136.27799
2011,47,50,-8266,56.71571,-135.11007
2011,47,50,-8267,56.525355,-135.27199
2011,47,150,-8268,56.445535,-135.262725
2011,47,150,-8269,56.36791,-135.030915
2011,47,150,-8270,56.366615,-134.991965
2011,47,450,-8272,55.43722,-134.974925
2011,47,251,-8273,55.49835,-134.90349
2011,47,251,-8274,55.453835,-134.743325
2011,47,251,-8276,55.45183,-134.64795
2011,47,251,-8277,55.48845,-134.65744
2011,47,151,-8279,55.51284,-134.187155
2011,47,151,-8280,55.49296,-134.174135
2011,47,151,-8281,55.58418,-134.08164
2011,47,50,-8282,55.90677,-133.807525
2011,47,151,-8283,55.67751,-134.164635
2011,47,151,-8284,55.639325,-134.036035
2011,47,50,-8285,55.291825,-133.69924
2011,47,151,-8286,55.01805,-133.33716
2011,47,251,-8287,54.63485,-132.88455
2011,47,111,-7336,53.402735,-166.631585
2011,47,111,-7337,53.24744,-167.01864
2011,47,310,-7338,52.531975,-169.53135
2011,47,210,-7340,52.591035,-169.955845
2011,47,111,-7341,52.77044,-169.97642
2011,47,111,-7342,52.75931,-169.75191
2011,47,111,-7343,52.76047,-169.406875
2011,47,111,-7344,53.032805,-168.1905
2011,47,10,-7345,53.06836,-168.24475
2011,47,10,-7346,53.161495,-167.785275
2011,47,10,-7347,53.358085,-167.250275
2011,47,210,-7348,53.079105,-167.192165
2011,47,310,-7350,53.084085,-167.0065
2011,47,310,-7351,53.11626,-166.891635
2011,47,210,-7352,53.159435,-166.84629
2011,47,310,-7353,53.22246,-166.559575
2011,47,10,-7354,53.64605,-166.32365
2011,47,10,-7355,53.79475,-165.8533
2011,47,10,-7356,53.718395,-165.924425
2011,47,10,-7357,53.676085,-165.8786
2011,47,111,-7358,53.697535,-165.48038
2011,47,210,-7359,53.71295,-164.891375
2011,47,111,-7360,53.72932,-164.83186
2011,47,111,-7361,53.783825,-164.70331
2011,47,111,-7363,53.76998,-164.298175
2011,47,11,-7364,53.81489,-164.255575
2011,47,11,-7365,53.8107,-164.399745
2011,47,11,-7366,53.944835,-164.3314
2011,47,11,-7367,53.949275,-164.599485
2011,47,11,-7368,54.02026,-164.950675
2011,47,11,-7369,54.10117,-164.69197
2011,47,11,-7370,54.10167,-164.61415
2011,47,11,-7371,54.144115,-164.456205
2011,47,11,-7372,54.190855,-164.518945
2011,47,11,-7373,54.38336,-164.30136
2011,47,11,-7374,54.27819,-163.553965
2011,47,11,-7375,54.25244,-163.50323
2011,47,11,-7376,54.27915,-163.4294
2011,47,11,-7377,54.51248,-163.10552
2011,47,11,-7378,54.706535,-163.36266
2011,47,12,-7379,55.017955,-163.118045
2011,47,12,-7380,55.194525,-161.826325
2011,47,12,-7381,55.233415,-161.746365
2011,47,12,-7382,55.5609,-161.51122
2011,47,12,-7383,55.592115,-161.44501
2011,47,13,-7384,55.247345,-161.097515
2011,47,12,-7385,55.336625,-161.059275
2011,47,12,-7386,55.38385,-160.95042
2011,47,13,-7387,55.37825,-160.429635
2011,47,11,-7388,54.00341,-163.40383
2011,47,11,-7389,54.112225,-163.23414
2011,47,11,-7390,54.203055,-163.13544
2011,47,11,-7391,54.236565,-162.721415
2011,47,11,-7393,54.191915,-162.518875
2011,47,12,-7394,54.820775,-162.39902
2011,47,13,-7395,54.59274,-162.49445
2011,47,13,-7396,54.575595,-162.23641
2011,47,13,-7397,54.9156,-161.55709
2011,47,210,-7398,54.284575,-161.22506
2011,47,111,-7399,54.303225,-161.32121
2011,47,13,-7400,54.580975,-161.33719
2011,47,110,-7401,54.64501,-160.9659
2011,47,111,-7415,52.7736,-169.857155
2011,47,111,-7416,52.54495,-169.61596
2011,47,310,-7417,52.45751,-169.57682
2011,47,210,-7418,52.458525,-169.815265
2011,47,210,-7419,52.650425,-169.42975
2011,47,111,-7420,52.62744,-169.28996
2011,47,111,-7421,52.613965,-169.30261
2011,47,111,-7422,52.716,-168.866685
2011,47,10,-7423,52.9533,-168.59821
2011,47,10,-7424,53.173835,-168.181815
2011,47,111,-7425,53.008305,-168.07732
2011,47,210,-7426,52.959865,-167.61454
2011,47,111,-7427,53.1121,-167.422055
2011,47,210,-7428,53.18259,-166.8154
2011,47,111,-7429,53.277875,-166.64465
2011,47,111,-7430,53.430355,-166.515985
2011,47,10,-7431,53.356635,-166.722815
2011,47,410,-7432,53.227775,-166.31035
2011,47,210,-7433,53.369805,-166.2261
2011,47,10,-7434,53.739125,-166.128785
2011,47,10,-7435,53.94555,-165.64586
2011,47,310,-7436,53.63368,-165.0584
2011,47,111,-7437,53.74301,-164.482865
2011,47,111,-7438,53.76801,-164.488405
2011,47,11,-7439,53.886865,-164.32104
2011,47,11,-7440,53.983425,-164.31479
2011,47,11,-7441,54.04308,-164.364665
2011,47,11,-7442,54.06435,-164.45729
2011,47,11,-7443,54.032335,-164.871725
2011,47,10,-7444,53.947235,-165.020545
2011,47,10,-7445,54.017785,-165.533725
2011,47,10,-7446,54.27441,-165.3503
2011,47,10,-7447,54.31915,-165.2661
2011,47,11,-7448,54.202285,-164.38878
2011,47,11,-7449,54.241185,-164.208725
2011,47,11,-7450,54.37135,-164.06244
2011,47,11,-7451,54.406125,-163.909975
2011,47,11,-7452,54.502015,-164.001925
2011,47,11,-7453,54.53705,-163.745825
2011,47,12,-7454,54.784910000000004,-163.250035
2011,47,12,-7455,55.445095,-161.506625
2011,47,12,-7456,55.281205,-161.566085
2011,47,12,-7457,55.21249,-161.285045
2011,47,13,-7458,55.1758,-161.25516
2011,47,13,-7459,55.03319,-161.06944
2011,47,12,-7460,55.8381,-159.782985
2011,47,12,-7461,55.816855,-159.821535
2011,47,12,-7462,55.645625,-159.98483
2011,47,112,-7463,55.41154,-159.731025
2011,47,112,-7464,55.35453,-159.67785
2011,47,13,-7465,55.165735,-159.766505
2011,47,13,-7466,55.16816,-159.873905
2011,47,13,-7467,55.007635,-159.736175
2011,47,13,-7468,54.877965,-160.058435
2011,47,13,-7469,54.841225,-160.143065
2011,47,13,-7470,54.95066,-160.279725
2011,47,13,-7471,55.00855,-160.5154
2011,47,13,-7472,55.133635,-160.401135
2011,47,13,-7473,54.410575,-161.402525
2017,47,20,-16718,57.41374,-156.05943
2017,47,220,-16719,57.476075,-155.440105
2017,47,220,-16720,57.303795,-155.130835
2017,47,121,-16721,57.424715,-154.852165
2017,47,121,-16722,57.43564,-154.82389
2017,47,121,-16723,57.67129,-154.38905
2017,47,232,-16724,57.808885,-154.43653
2017,47,232,-16725,57.78176,-154.23096
2017,47,35,-16726,57.80203,-154.03636
2017,47,35,-16727,57.74387,-154.050165
2017,47,35,-16728,57.706565,-154.005385
2017,47,232,-16729,57.996335,-154.085055
2017,47,35,-16730,57.90641,-153.751805
2017,47,35,-16731,57.93228,-153.29585
2017,47,132,-16732,58.26198,-153.781605
2017,47,121,-16734,58.266595,-154.040805
2017,47,20,-16735,58.51515,-153.70284
2017,47,112,-16736,55.27726,-159.595915
2017,47,120,-16737,55.85122,-158.54636
2017,47,20,-16738,56.07855,-158.3826
2017,47,120,-16739,56.20327,-158.04141
2017,47,21,-16740,55.42558,-157.708375
2017,47,21,-16741,55.52723,-157.13176
2017,47,21,-16742,55.59836,-157.057115
2017,47,12,-16743,55.71009,-160.05476
2017,47,112,-16744,55.712105,-159.85546
2017,47,120,-16745,55.675055,-159.20744
2017,47,12,-16746,55.514015,-158.949965
2017,47,20,-16747,55.990625,-158.83725
2017,47,20,-16748,55.948975,-158.80597
2017,47,20,-16749,55.768935,-158.77479
2017,47,120,-16750,55.65112,-158.2585
2017,47,21,-16751,55.551425,-157.192105
2017,47,120,-16752,55.696445,-157.6721
2017,47,21,-16753,55.9433,-157.552465
2017,47,120,-16755,55.735495,-157.67485
2017,47,120,-16756,56.28235,-157.208365
2017,47,121,-16757,56.33551,-156.79653
2017,47,20,-16758,58.609785,-153.467175
2017,47,132,-16759,58.61789,-153.375035
2017,47,132,-16760,58.620345,-153.0607
2017,47,30,-16761,58.62122,-152.680215
2017,47,132,-16762,58.35834,-153.214835
2017,47,35,-16763,58.23811,-153.094055
2017,47,30,-16764,58.133145,-152.150035
2017,47,130,-16765,58.05003,-152.11906
2017,47,30,-16847,57.700155,-152.304225
2017,47,30,-16848,57.730255,-152.308535
2017,47,31,-16849,57.759045,-151.68578
2017,47,130,-16850,57.605545,-151.829085
2017,47,31,-16851,57.20385,-152.307305
2017,47,31,-16852,57.2339,-152.06961
2017,47,31,-16853,57.436325,-151.91717
2017,47,31,-16854,57.401115,-151.79934
2017,47,130,-16855,57.47587,-151.496455
2017,47,31,-16856,57.4563,-151.227285
2015,47,130,-14596,56.929965,-152.460005
2015,47,130,-14597,56.884665,-152.474335
2015,47,130,-14598,56.89789,-152.542
2015,47,130,-14599,56.84177,-152.625735
2015,47,130,-14600,56.95441,-152.83683
2015,47,130,-14601,56.968405,-153.065765
2015,47,30,-14604,57.026765,-152.950415
2015,47,30,-14605,57.014735,-153.06841
2015,47,30,-14606,56.976965,-153.469765
2015,47,30,-14607,56.91888,-153.65168
2015,47,31,-14608,56.710005,-152.97675
2015,47,31,-14609,56.52085,-153.39742
2015,47,130,-14610,56.658325,-153.03442
2015,47,31,-14611,56.572425,-153.776115
2015,47,22,-14612,56.71329,-154.461185
2015,47,22,-14613,56.629135,-154.36281
2015,47,22,-14614,56.400655,-154.458425
2015,47,22,-14615,56.169435,-154.73156
2015,47,22,-14616,55.81831,-155.234355
2015,47,122,-14617,55.778475,-155.22151
2015,47,122,-14618,55.74764,-155.22234
2015,47,221,-14619,55.83596,-154.980275
2015,47,122,-14621,55.642495,-155.621545
2015,47,122,-14623,55.556475,-155.903115
2015,47,121,-14624,55.56823,-156.64879
2015,47,122,-14625,55.351025,-156.463925
2015,47,122,-14626,55.292255,-156.544505
2015,47,122,-14628,55.294145,-156.663445
2015,47,221,-14629,55.231005,-156.598125
2015,47,320,-14632,55.184535,-156.37183
2015,47,122,-14633,55.54195,-155.658895
2015,47,122,-14634,56.169545,-154.273245
2015,47,134,-14635,56.208585,-153.71381
2015,47,134,-14636,56.17734,-153.46795
2015,47,31,-14637,56.544475,-152.99887
2015,47,130,-14638,56.51811,-152.61918
2015,47,31,-14639,56.692265,-152.75697
2015,47,231,-14640,56.52465,-152.514395
2015,47,134,-14641,56.544845,-152.08232
2015,47,31,-14642,56.84254,-152.01421
2015,47,330,-14643,56.795235,-151.6721
2015,47,231,-14644,56.88495,-151.593935
2015,47,134,-14645,57.018995,-151.507395
2015,47,134,-14646,57.153695,-151.258455
2015,47,134,-14647,57.272005,-150.90248
2015,47,134,-14648,57.3051,-150.77474
2015,47,134,-14649,57.37309,-150.842285
2015,47,134,-14650,57.415315,-150.669145
2015,47,134,-14652,57.434515,-150.541725
2015,47,134,-14653,57.53122,-150.500735
2015,47,231,-14654,57.532635,-150.346375
2015,47,231,-14655,57.55409,-150.27934
2015,47,130,-14656,57.98997,-150.82745
2015,47,130,-14658,58.031265,-150.23224
2015,47,31,-14659,58.220725,-150.241055
2015,47,420,-14660,55.619945,-155.19655
2017,47,31,-16857,57.612095,-151.27927
2017,47,130,-16858,57.591465,-150.549985
2017,47,134,-16859,57.5913,-150.442525
2017,47,134,-16860,57.57383,-150.42442
2017,47,231,-16861,57.55064,-150.28331
2017,47,231,-16862,57.603745,-150.168545
2017,47,231,-16863,57.6209,-150.116865
2017,47,130,-16865,57.81047,-150.256795
2017,47,130,-16866,57.846125,-150.152345
2017,47,134,-16868,58.0348,-149.497645
2017,47,134,-16869,58.03582,-149.5623
2017,47,31,-16870,58.31061,-149.780725
2017,47,31,-16871,58.367655,-150.217185
2017,47,31,-16872,58.41102,-150.66944
2017,47,131,-16873,58.5003,-150.929965
2017,47,31,-16874,58.402855,-151.00873
2017,47,132,-16875,58.44674,-151.311975
2017,47,130,-16876,58.20649,-151.245895
2017,47,130,-16877,58.156585,-150.83123
2017,47,130,-16878,58.074165,-151.15407
2017,47,130,-16879,58.0986,-151.3147
2017,47,130,-16880,58.069075,-151.38932
2017,47,31,-16881,57.99592,-151.50298
2017,47,30,-16882,58.359565,-151.74998
2017,47,30,-16883,58.45075,-151.90606
2017,47,30,-16884,58.57815,-152.16331
2017,47,132,-16885,58.65788,-151.923555
2017,47,132,-16886,58.84324,-152.13655
2017,47,132,-16887,58.85966,-152.635795
2017,47,32,-16888,59.17442,-153.87942
2017,47,32,-16889,59.122705,-153.492855
2017,47,132,-16890,58.97704,-152.92042
2017,47,132,-16891,59.143935,-152.889615
2017,47,132,-16892,59.18563,-152.73744
2017,47,32,-16893,59.34766,-152.87856
2017,47,32,-16894,59.81287,-152.74245
2017,47,32,-16895,59.986385,-152.439845
2017,47,32,-16896,59.91789,-152.419555
2017,47,32,-16897,59.690685,-152.10842
2017,47,32,-16898,59.72659,-151.116515
2017,47,32,-16899,59.48656,-151.815175
2017,47,32,-16900,59.397425,-151.99254
2017,47,33,-16901,59.18938,-151.970035
2017,47,132,-16902,59.04036,-152.00168
2017,47,132,-16903,58.934225,-151.861015
2017,47,33,-16904,59.06179,-151.379575
2017,47,132,-16905,59.1015,-151.12791000000001
2017,47,33,-16906,59.351605,-150.529975
2017,47,133,-16907,59.191225,-150.26239
2017,47,133,-16908,59.19899,-150.33602
2017,47,133,-16909,59.196505,-150.407955
2017,47,33,-16910,59.09258,-150.75847
2017,47,132,-16911,58.94497,-151.002225
2017,47,131,-16912,58.960865,-150.83372
2017,47,131,-16913,58.941915,-150.440395
2015,47,420,-14661,55.62598,-155.157295
2015,47,122,-14662,56.025135,-154.03685
2015,47,122,-14663,56.0811,-154.04542
2015,47,122,-14664,56.10827,-154.115425
2015,47,31,-14665,58.2597,-150.099475
2015,47,31,-14667,58.31018,-149.77952
2015,47,330,-14668,57.939905,-149.090945
2015,47,134,-14669,58.01821,-149.001135
2015,47,134,-14670,58.03158,-148.959135
2015,47,134,-14671,58.11141,-148.90595
2015,47,131,-14673,58.141225,-149.45989
2015,47,131,-14674,58.435515,-149.730375
2015,47,131,-14675,58.47243,-149.65926
2015,47,131,-14676,58.52347,-149.831005
2015,47,131,-14677,58.547085,-149.976355
2015,47,131,-14678,58.644985,-149.954335
2015,47,131,-14679,58.631565,-149.67635
2015,47,131,-14680,58.70874,-149.503235
2015,47,133,-14682,59.42419,-149.91709
2015,47,133,-14683,59.53502,-149.502045
2015,47,143,-15110,58.31459,-137.907135
2015,47,143,-15111,58.30453,-137.59762
2015,47,250,-15113,58.119995,-136.98176
2015,47,150,-15114,57.896375,-136.79224
2015,47,350,-15115,57.89263,-136.981955
2015,47,150,-15116,57.211955,-136.07517000000001
2015,47,150,-15117,57.175245,-136.046295
2015,47,50,-15118,57.080935,-135.53178
2015,47,150,-15119,56.850315,-135.81648
2015,47,150,-15120,56.85329,-135.851265
2015,47,50,-15121,57.14756,-135.9114
2015,47,50,-15122,57.28369,-135.97004
2015,47,150,-15123,57.06977,-136.124345
2015,47,351,-15124,56.120535,-135.45598
2015,47,351,-15125,55.92355,-135.41298
2015,47,251,-15126,55.979765,-135.200075
2015,47,350,-15128,55.99568,-134.98494
2015,47,251,-15129,55.525875,-134.881485
2015,47,251,-15130,55.58126,-134.9008
2015,47,251,-15131,55.681015,-134.6349
2015,47,151,-15132,55.49185,-134.37066
2015,47,50,-15134,55.607075,-133.510445
2015,47,50,-15135,55.59245,-133.54364
2015,47,151,-15136,55.61821,-133.86558
2015,47,151,-15138,55.60457,-134.026845
2015,47,151,-15139,55.58812,-134.19382
2015,47,251,-15140,54.470605,-133.66326
2015,47,251,-15141,54.707915,-133.83264
2015,47,151,-15142,54.76308,-133.71761
2015,47,251,-15143,54.685955,-133.32888
2015,47,151,-15144,54.77395,-133.42841
2015,47,151,-15145,54.886295,-133.20221
2015,47,133,-15146,59.149025,-149.57844
2015,47,230,-15147,58.94669,-149.623345
2015,47,230,-15148,58.963915,-149.364725
2015,47,230,-15149,58.93856,-148.825375
2017,47,131,-16914,58.90839,-150.335565
2017,47,131,-16915,58.841595,-150.367865
2017,47,131,-16916,58.807935,-150.42437
2017,47,131,-16917,58.751,-150.377195
2017,47,131,-16918,58.638055,-150.402735
2017,47,131,-16919,58.649855,-150.143265
2017,47,131,-16920,58.58445,-150.144375
2017,47,131,-16921,58.726935,-149.843415
2017,47,131,-16922,58.722,-149.660985
2017,47,131,-16923,58.73174,-149.538015
2017,47,230,-16924,58.958445,-149.74792
2017,47,230,-16925,59.044715,-149.61641
2017,47,133,-16926,59.29594,-149.825025
2017,47,133,-16927,59.859995,-148.84373
2017,47,133,-16928,59.797395,-149.32736
2017,47,41,-17238,59.926015,-145.425095
2017,47,140,-17239,59.911565,-145.113325
2017,47,140,-17240,59.95136,-145.042485
2017,47,140,-17241,59.95293,-144.737445
2017,47,41,-17242,60.14829,-144.671265
2017,47,240,-17243,59.71319,-143.58308
2017,47,240,-17244,59.82893,-143.59478
2017,47,141,-17245,59.777305,-142.25766
2017,47,40,-17246,59.85288,-142.016755
2017,47,40,-17247,59.880545,-141.81527
2017,47,40,-17248,59.707905,-141.107415
2017,47,240,-17249,59.50248,-140.688665
2017,47,141,-17250,59.61289,-140.389265
2017,47,141,-17251,59.53612,-140.277885
2017,47,142,-17252,59.16229,-140.084175
2017,47,142,-17253,59.007205,-139.81074
2017,47,142,-17255,59.07313,-139.980635
2017,47,142,-17256,59.06058,-139.77298
2017,47,142,-17257,58.802925,-139.45708
2017,47,142,-17258,58.87177,-139.02697
2017,47,40,-17259,58.860825,-138.04602
2017,47,40,-17260,58.778845,-138.1257
2017,47,40,-17261,58.796555,-138.23846
2017,47,143,-17262,58.62822,-138.33978
2017,47,40,-17263,58.50954,-138.895925
2017,47,143,-17264,58.392905,-137.53095
2017,47,143,-17265,58.37634,-137.298055
2017,47,143,-17266,58.29155,-137.14368
2017,47,143,-17267,58.276605000000004,-137.00512
2017,47,240,-17268,57.97439,-137.19313
2017,47,150,-17269,57.49289,-136.27835
2017,47,150,-17270,57.50012,-136.26179
2017,47,351,-17271,57.262825,-136.292435
2017,47,50,-17272,57.07772,-135.531255
2017,47,250,-17273,56.66424,-135.79831
2017,47,150,-17274,56.63395,-135.72577
2017,47,150,-17276,56.23429,-135.31587
2017,47,150,-17277,56.178805,-134.952605
2017,47,250,-17278,56.16663,-135.104805
2017,47,350,-17279,56.08049,-135.03707
2015,47,131,-15150,58.56462,-149.26777
2015,47,131,-15152,58.57003,-148.90067
2015,47,131,-15153,58.64167,-149.023865
2015,47,131,-15154,58.70419,-148.961325
2015,47,131,-15155,58.717875,-149.17542
2015,47,430,-15156,58.868,-148.08003
2015,47,330,-15157,58.930965,-148.053145
2015,47,330,-15158,58.94495,-148.03292
2015,47,430,-15159,59.00074,-147.836965
2015,47,230,-15160,59.036495,-148.57893
2015,47,430,-15161,59.114215,-147.53235
2015,47,230,-15162,59.66741,-147.051345
2015,47,241,-15163,59.43183,-146.006345
2015,47,140,-15164,59.737985,-147.11727
2015,47,241,-15165,59.513375,-145.877985
2015,47,241,-15166,59.548725,-145.73647
2015,47,341,-15167,59.610595000000004,-144.21407
2015,47,241,-15168,59.594985,-143.31346
2015,47,241,-15169,59.630735,-143.085345
2015,47,341,-15170,59.59641,-142.98664
2015,47,341,-15171,59.65414,-142.838615
2015,47,240,-15172,59.86868,-143.457565
2015,47,240,-15173,59.72653,-143.224215
2015,47,240,-15174,59.715825,-142.78917
2015,47,341,-15175,59.66319,-142.79381
2015,47,440,-15176,59.599315,-142.80127
2015,47,141,-15177,59.651565,-142.14713
2015,47,141,-15178,59.713435,-142.17872
2015,47,141,-15180,59.594285,-142.10042
2015,47,240,-15181,59.59534,-142.242765
2015,47,141,-15182,59.56431,-141.65057
2015,47,241,-15183,59.434135,-142.247835
2015,47,241,-15184,59.23006,-141.755075
2015,47,340,-15185,59.2754,-141.41903
2015,47,340,-15186,59.24621,-141.406495
2015,47,142,-15188,58.996565,-140.922895
2015,47,241,-15189,58.71123,-140.44369
2015,47,142,-15190,59.345235,-140.26281
2015,47,142,-15191,59.20837,-139.99555
2015,47,142,-15192,59.07143,-139.979715
