year,area_id,species_code,biomass_mt,biomass_var
2019,803,10110,585238.1079,2045103202.69723
2019,803,10130,94279.984339,151774736.194954
2019,803,10180,14955.724759,3835279.393131
2019,803,30420,49637.511835,688039612.530433
2019,803,10200,49028.144686,55570421.193048
2019,803,10261,11930.703471,8872267.834951
2019,803,10262,58463.914201,45975119.415972
2019,803,20510,167199.498711,267497572.517542
2019,803,21720,136995.684547,1539102752.68578
2019,803,21740,127371.076552,840516227.630119
2019,803,30050,64.896677,2540.63647
2019,803,30051,8898.104767,5110532.251779
2019,803,30052,29732.877624,700043644.923407
2019,803,30060,934209.331049,25528698428.4112
2019,803,30150,0,0
2019,803,30152,76161.004404,362228212.311039
2019,804,10110,216465.231234,1319471109.97528
2019,804,10130,24849.515627,34132235.112752
2019,804,10180,32587.622653,30194962.053144
2019,804,10200,24243.198991,16905684.934078
2019,804,10261,0,0
2019,804,10262,4459.515083,2424036.980983
2019,804,20510,50533.77542,17511899.61744
2019,804,21720,9803.228951,3712928.721177
2019,804,21740,60474.391257,125388637.567162
2019,804,30050,0,0
2019,804,30051,10465.373551,7866547.186594
2019,804,30052,4951.873667,10416263.298283
2019,804,30060,234878.732585,1177718906.62934
2019,804,30150,0,0
2019,804,30152,9111.019909,10527931.494784
2019,804,30420,0,0
2019,805,10110,275023.818255,1168291731.82559
2019,805,10130,66710.473369,121728526.113335
2019,805,10180,438.968207,16614.486457
2019,805,10200,17142.221695,7361494.931789
2019,805,10261,27943.915586,49558664.873203
2019,805,10262,37774.513021,25909473.354166
2019,805,20510,46982.386955,105877629.465068
2019,805,21720,34781.824235,19420690.539398
2019,805,21740,119312.080724,2637057125.77135
2019,805,30050,0,0
2019,805,30051,285.578416,55280.574999
2019,805,30052,1095.547388,161915.900707
2019,805,30060,43056.628958,211352468.58703
2019,805,30150,0,0
2019,805,30152,3092.72904,2156600.91947
2019,805,30420,37087.750764,254803383.35096
2019,99903,10110,1076727.157389,4532866044.49809
2019,99903,10261,39874.619057,58430932.708154
2019,99903,20510,264715.661085,390887101.600049
2019,99903,30050,64.896677,2540.63647
2019,99903,30051,19649.056733,13032360.013373
2019,99903,30052,35780.298678,710621824.122396
2019,99903,30150,0,0
2019,99903,30420,86725.262599,942842995.881393
2019,99903,10130,185839.973335,307635497.421041
2019,99903,10180,47982.315619,34046855.932731
2019,99903,10200,90413.565371,79837601.058916
2019,99903,10262,100697.942304,74308629.751121
2019,99903,21720,181580.737733,1562236371.94635
2019,99903,21740,307157.548533,3602961990.96863
2019,99903,30060,1212144.692592,26917769803.6276
2019,99903,30152,88364.753353,374912744.725292
2025,803,30420,65960.96431,1073375168.567178
2025,803,10110,542968.770902,2332365150.229162
2025,803,10130,93397.448558,182164495.501368
2025,803,10180,14197.821936,4224368.248498
2025,803,10200,52763.371959,61644004.375478
2025,803,10261,16080.272411,18052072.727904
2025,803,10262,68312.076235,79970798.563964
2025,803,20510,193030.433414,730227069.269846
2025,803,21720,117490.050377,737560291.475273
2025,803,21740,137853.042211,1096454296.749565
2025,803,30050,77.854411,3430.239385
2025,803,30051,6878.916163,3407546.69434
2025,803,30052,29072.421984,637457709.192745
2025,803,30060,1156995.456256,30060878115.7765
2025,803,30152,115609.437691,1202629866.885606
2025,804,10110,211012.115114,1126054860.393082
2025,804,10130,19616.764095,23437910.897423
2025,804,10180,28631.10501,23599045.908195
2025,804,10200,24096.860827,11488150.277152
2025,804,10261,0,0
2025,804,10262,5326.761657,3888288.675065
2025,804,20510,45682.271721,38551076.584252
2025,804,21720,11335.727859,6223385.649245
2025,804,21740,63141.403004,159654143.58544
2025,804,30050,0,0
2025,804,30051,10819.435096,7474323.228472
2025,804,30052,9641.413295,57531449.602069
2025,804,30060,275116.828912,2076403744.272265
2025,804,30152,8370.645754,6035965.376747
2025,804,30420,0,0
2025,805,10110,241381.896512,1187642486.508718
2025,805,10130,63281.775135,119759036.229845
2025,805,10180,374.137759,11598.223746
2025,805,10200,17901.493451,7502017.333527
2025,805,10261,35835.306201,135681601.991276
2025,805,10262,35529.811401,24445008.138
2025,805,20510,43337.218084,140753061.264711
2025,805,21720,38112.192809,33798397.184553
2025,805,21740,126280.974804,3093651154.945371
2025,805,30050,0,0
2025,805,30051,433.410255,154958.842585
2025,805,30052,1631.158844,414439.879588
2025,805,30060,60652.988441,416279027.604508
2025,805,30152,3293.81286,2040257.641308
2025,805,30420,34084.170249,204584431.9741
2025,99903,10110,995362.782527,4646062497.130961
2025,99903,10130,176295.987788,325361442.628635
2025,99903,10180,43203.064704,27835012.380439
2025,99903,10200,94761.726237,80634171.986157
2025,99903,10261,51915.578612,153733674.71918
2025,99903,10262,109168.649293,108304095.377029
2025,99903,20510,282049.923219,909531207.118809
2025,99903,21720,166937.971045,777582074.309071
2025,99903,21740,327275.420019,4349759595.280376
2025,99903,30050,77.854411,3430.239385
2025,99903,30051,18131.761513,11036828.765398
2025,99903,30052,40344.994122,695403598.674402
2025,99903,30060,1492765.273609,32553560887.653297
2025,99903,30152,127273.896306,1210706089.903661
2025,99903,30420,100045.134559,1277959600.541277
