year,area_id,species_code,biomass_mt,biomass_var,population_count,population_var
2015,99903,10180,53069.070613,24956977.935123,71038821,40511891285543.79
2015,99903,30560,45016.343389,610377093.032963,106793787,2804111970308471
2015,99903,30576,62316.711309,404045781.570392,13595212,12590209183256.69
2015,99903,410,0,0,0,0
2015,99903,10261,52369.867193,59212532.606403,144172584,446438177855364
2015,99903,30535,2316.373793,1214862.68508,8287438,20446905113414.6
2015,99903,10262,125518.135005,91486853.309043,184407970,242636045753050
2015,99903,10220,23513.303035,29345521.983916,10762510,6187356293459.14
2015,99903,10250,303.846354,48177.175053,313238,30319275227.1006
2015,99903,310,51916.365777,174255920.140051,22484257,36033141719871
2015,99903,30475,5456.821554,970440.150299,5675899,706107552075.908
2015,99903,400,0,0,0,0
2015,99903,10110,1661281.300936,17960741687.4655,2522569857,26403825579292500
2015,99903,20510,159212.186626,192135968.708124,94407467,132871027084357
2015,99903,472,19120.585001,6944682.436077,3143069,184100927755.914
2015,99903,30152,32789.717019,61941845.240318,21154775,23140306582088.5
2015,99903,21720,253932.426391,714807958.721485,196555420,555403521367581
2015,99903,483,0.44854099999999997,0.20118899999999998,5097,25980004.202274
2015,99903,30150,0,0,0,0
2015,99903,485,0,0,0,0
2015,99903,21740,747653.269476,13228309230.5691,1210136691,43276682653934800
2015,99903,30100,44174.233677,243599056.902791,23149957,71571833807794.8
2015,99903,30060,1140406.732776,31262494903.2005,1769194601,68594415724887104
2015,99903,475,36.136483,1305.845402,34680,1202697273.01935
2015,99903,480,359.25933399999997,27548.407758,54312,636185996.411049
2015,99903,10130,218548.440323,276116784.497387,725739746,3486236063705947
2017,99903,10250,2019.508624,1199212.438132,2667119,2093417562871.73
2017,99903,10220,28012.581816,70538422.232365,16510014,26837284844803.39
2017,99903,30152,51270.447238,168444322.31881,37916463,97222201134524.3
2017,99903,10200,97719.867377,160814617.21529,279383301,957687437013059
2017,99903,10210,51547.213919,188674966.763684,142879791,1895555927088681
2017,99903,10180,58307.499582,103073081.264607,78587892,147231198925864
2017,99903,10170,12788.955434,12649854.917354,35495490,89124966310639.3
2017,99903,10110,1053694.651123,5804988127.25951,1781859123,13951066065258900
2017,99903,30100,36206.439384,220137304.147476,22212037,93910157985857.3
2017,99903,30150,0,0,0,0
2017,99903,30060,1570358.921334,122646774538.632,2212021441,194219939014273300
2017,99903,10130,236588.641536,673431315.105306,815979297,9768261561243788
2017,99903,471,708.366862,162496.397867,154372,5781764005.41244
2017,99903,30020,80492.115588,31572029.971204,293290767,421250965091870
2017,99903,485,0,0,0,0
2017,99903,20510,144279.915024,506081888.586569,139430982,735819911019536
2017,99903,483,0,0,0,0
2017,99903,480,95.928519,9202.280721,11961,143069395.112227
2017,99903,30050,26.919750999999998,724.673019,122792,15077838127.4557
2017,99903,30051,28435.989608,40843666.205919,33736875,43446180016645.1
2017,99903,30052,11456.395533,10782409.274487,13836971,6898007776964.92
2017,99903,472,13210.796551,4232596.807209,2367495,95123560018.26361
2017,99903,475,0,0,0,0
2017,99903,460,61.324324999999995,3760.672873,23496,552057790.305677
2017,99903,21740,315116.372463,18910253202.8377,878470859,68497778420942096
2017,99903,10285,13783.601333,20010893.506442,13555580,15776760661977.6
2017,99903,21720,107324.444395,188150691.240772,56199132,42939936282270.6
2017,99903,440,49501.349469,66831678.476872,5957380,685280331945.32
2017,99903,455,0,0,0,0
2017,99903,30560,11621.669527,35803717.558686,36469074,272240855729326
2017,99903,30576,31533.792676,75372223.238407,6576038,2628566928387.17
2017,99903,310,53978.364285999996,104187899.915062,21883840,18119634005258.5
2017,99903,10261,55047.123753,68237771.954534,137201034,427611944681210
2017,99903,400,0,0,0,0
2017,99903,10262,107984.986729,91548620.859476,189427067,551562004615318
2017,99903,10270,13861.646445,14083227.210245,45533051,146521555451288
2017,99903,30475,5788.371516,1579440.523177,5619141,1031821408073.5
2017,99903,435,3743.282286,937489.202494,1935178,118301088138.688
2017,99903,30535,12920.103371,113875091.360254,22747060,263040053659677
2017,99903,30420,150325.884316,4609075707.04088,146318955,4182495477625727
2017,99903,410,0,0,0,0
2017,99903,420,33609.747923,34335754.814658,2763711,219800508056.7609
2017,99903,30430,30161.455696,265573247.826281,49966462,572015151002741
2019,99903,30150,0,0,0,0
2019,99903,30060,1212144.692592,26917769803.6276,2068522691,73382245693575392
2019,99903,30051,19649.056733,13032360.013373,30173323,34976178387159.19
2019,99903,30052,35780.298678,710621824.122396,34905282,580211843925537
2019,99903,30050,64.896677,2540.63647,336193,77784983664.50461
2019,99903,10110,1076727.157389,4532866044.49809,1984316186,11987589055307600
2019,99903,30100,28526.2746,52423284.112466,14898784,13472417167359.6
2019,99903,460,0,0,0,0
2019,99903,455,61.735654,2399.094646,93710,6332729461.84179
2019,99903,30020,78469.636891,36570459.516903,282273163,331435582919793
2019,99903,440,32278.738558,11613609.629855,4333059,164791702277.7439
2019,99903,483,0,0,0,0
2019,99903,485,0,0,0,0
2019,99903,475,49.401655999999996,2440.523665,15390,236849765.13125
2019,99903,20510,264715.661085,390887101.600049,205523741,299854758088769
2019,99903,480,86.454039,2387.744878,49617,780448888.52604
2019,99903,471,746.06787,150550.308637,173066,7797271587.57903
2019,99903,472,8001.931356,2122767.836078,1517192,72115805328.0495
2019,99903,410,0,0,0,0
2019,99903,400,0,0,0,0
2019,99903,10270,13189.681841,10018250.362378,39917596,84138145352841
2019,99903,21740,307157.548533,3602961990.96863,660431155,11094169025996800
2019,99903,10285,4616.848838,2798853.185493,4289780,2427652229802.59
2019,99903,30560,11336.065378,21098168.814383,35265854,192774204790728
2019,99903,30576,44773.432051,158269748.613598,10042001,7045714723630.04
2019,99903,30475,4804.704744,1275663.858873,5197206,796556977213.442
2019,99903,21720,181580.737733,1562236371.94635,127117618,986819556821399
2019,99903,30535,4480.385249,9294127.871549,14230962,69282058283185.6
2019,99903,30430,17580.483216,40221901.489423,36946215,153485194265348
2019,99903,420,43481.889419,49517097.257354,5540133,4013869955250.65
2019,99903,435,1790.80961,179722.164215,931896,40373820094.8661
2019,99903,10130,185839.973335,307635497.421041,695691196,6573900418374576
2019,99903,310,22014.05,10298730.012434,9951077,2686592994158.18
2019,99903,10261,39874.619057,58430932.708154,97096838,299455171233400
2019,99903,10262,100697.942304,74308629.751121,199446888,352717927384166
2019,99903,30152,88364.753353,374912744.725292,64364979,209841670514638
2019,99903,10210,19100.645146,37465192.01393,56758621,560680872261736
2019,99903,10250,3022.585946,1502582.723379,5773295,5347629514505.79
2019,99903,10220,34799.740144,172801310.908377,18639258,46430827789583.5
2019,99903,10200,90413.565371,79837601.058916,348143159,1033036935516057
2019,99903,30420,86725.262599,942842995.881393,103725341,1503623634495154
2019,99903,10170,18413.622426,15921615.253271,50620073,131443317580158
2019,99903,10180,47982.315619,34046855.932731,75758134,58849761477869.79
2021,99903,435,2017.926142,158986.953976,1059982,33145538991.1056
2021,99903,455,0,0,0,0
2021,99903,460,0,0,0,0
2021,99903,420,31842.197604,45341340.111576,3893415,1100466251933.05
2021,99903,440,36605.559863,15065642.047207,4895696,232587881198.1799
2021,99903,30560,8417.143401,10329489.641274,31301080,133324867275868
2021,99903,30576,27182.712927,34279279.506749,7322174,2829236032132.23
2021,99903,410,0,0,0,0
2021,99903,310,32319.373943,32033656.933866,12813211,5061363547869.74
2021,99903,400,0,0,0,0
2021,99903,10285,2159.404584,652653.754637,1428741,260109479778.312
2021,99903,10250,3502.62165,9263107.768598,4821845,15032811358554.4
2021,99903,10261,51498.200861,187802312.792971,109235539,669285498823040
2021,99903,10262,129601.454253,98681453.828,261930846,533144938792183
2021,99903,10270,9549.212382,8199473.291388,31080794,105213419245499
2021,99903,10220,23100.795477,52361108.859868,11362884,11411269096749.3
2021,99903,10200,112333.365804,75378159.094468,416574384,1055973763822499
2021,99903,10210,18840.162174,36482946.079679,47262610,209376195118072
2021,99903,21740,528841.147861,6276053180.97603,1305154193,36121820702407904
2021,99903,21720,174413.996785,237769934.307177,90913678,62338388276405
2021,99903,30430,2720.18577,953428.596315,6658821,6196935497223.14
2021,99903,30535,269.473145,8289.301162,921236,82699851712.5773
2021,99903,30420,90670.138612,1004131900.23822,90981578,1049494086557523
2021,99903,30475,8977.574351,9816137.623986,7328125,3385775108917.08
2021,99903,10110,1132192.015782,6960058167.762631,1951179923,18408383811871400
2021,99903,30060,1478939.756065,92808451559.20401,2255167994,218077895324402600
2021,99903,30150,0,0,0,0
2021,99903,30152,107069.356192,2817886814.30963,63838052,889805113597498
2021,99903,30100,42231.042755,126379226.585527,19453937,23521921088340.8
2021,99903,30052,7767.455013,2303660.706111,10584284,3743425951656.65
2021,99903,30050,0,0,0,0
2021,99903,30020,68224.276601,31799872.750746,259284340,312393345518602
2021,99903,483,0.595796,0.354972,9309,86663199.826046
2021,99903,20510,325075.240991,984880264.530113,246415859,629983696930294
2021,99903,485,0,0,0,0
2021,99903,480,564.190413,105385.970589,91414,2203074623.18035
2021,99903,475,0,0,0,0
2021,99903,471,180.06579399999998,32423.69006,41682,1737380511.59462
2021,99903,472,10567.63718,5301097.048025,1739162,95927943911.70891
2021,99903,30051,16844.347156,6269126.801882,27824115,16278520448505.6
2021,99903,10180,46078.734348,28011437.337223,83849690,109896080123290
2021,99903,10130,180000.125668,388763218.615866,629743879,4555181427815646
2021,99903,10170,37025.072736,41034966.541494,71721816,142728270992591
2025,99903,20510,282049.923219,909531207.118809,228451805,642902601978241
2025,99903,21720,166937.971045,777582074.309071,116663513,555702606038353
2025,99903,21740,327275.420019,4349759595.280376,679822169,12054388305030200
2025,99903,10210,29712.204106,113963701.473925,88455848,1412235038066851
2025,99903,10220,44366.331771,224825905.197259,23633696,59239813014239.79
2025,99903,10250,4283.057524,3155930.633766,8050942,10777993198327.15
2025,99903,10261,51915.578612,153733674.71918,124919668,729720664768907
2025,99903,10262,109168.649293,108304095.377029,218673887,564678548085738
2025,99903,10270,19386.977602,25719175.733866,56644376,197565134199427
2025,99903,10285,5673.03961,3888418.978072,5549917,3917054410130.7
2023,99903,30020,57284.739977,50480793.527739,217060861,473489109760982
2023,99903,30050,0,0,0,0
2023,99903,30051,23540.576473,4890491.240264,33558529,22200880649105
2023,99903,30052,7815.615457,4034730.5045,7651105,1608265284150.61
2023,99903,30060,1595547.480294,216949702060.756,2144812723,242555783261137300
2023,99903,30100,42106.475877,178663710.377673,23051883,61318430028447.39
2023,99903,30150,0,0,0,0
2023,99903,30152,73604.444303,1025784200.38729,45929622,348994495204682
2023,99903,30420,31757.955202,290679662.952738,32250483,343419403475112
2023,99903,30430,14762.979066,83226339.04724,28211585,239754890900691
2023,99903,30475,7029.412095,3061612.611078,7120328,1403352798989.68
2023,99903,30535,984.575427,181803.773828,3431196,1735049579160.62
2023,99903,30560,7808.306493,15997048.041815,27157100,227324782286999
2023,99903,30576,31095.736065,92726807.572309,6926345,3319761221483.48
2023,99903,455,13.271346999999999,108.564433,80243,2551683647.15594
2023,99903,460,0,0,0,0
2023,99903,471,1395.352311,317984.964536,256202,15522038196.787
2023,99903,472,5050.629304,1241222.424914,1069993,58365228722.2937
2023,99903,475,0,0,0,0
2023,99903,480,272.524789,39867.37992,61071,1875185262.4279
2023,99903,483,0,0,0,0
2023,99903,485,0,0,0,0
2023,99903,10110,1192607.934391,15537772708.1284,1606569218,16441166187039800
2023,99903,10130,140861.529756,304670219.914215,462489403,2741784189175146
2023,99903,21720,231184.551147,850037651.285579,138683369,281902799601996
2023,99903,21740,921865.603617,13209361691.069,1852595200,46807841902943600
2023,99903,10170,30845.342157,43038113.313896,51388323,152473761061639
2023,99903,10180,48933.735029,32314543.791354,75919443,70077396961360
2023,99903,10200,92533.084537,71018141.573373,315050635,825911976147738
2023,99903,10210,38178.341915,128417528.029393,130565085,1469061934185164
2023,99903,10220,41628.521402,263979158.709631,24812549,84203452502263.6
2023,99903,10250,658.423413,56102.89207,1031532,150047611941.8309
2023,99903,10261,27311.837838,10864943.640137,70463601,89812054294416
2023,99903,10262,116082.86618,79093450.993636,213196255,254318325018329
2023,99903,10270,8430.374048,5216098.270631,26835246,49887006548739.7
2023,99903,10285,3679.67714,762446.778283,3068941,598052281695.982
2023,99903,20510,195544.598042,336828989.967592,124788847,118085403145846
2023,99903,310,65568.32862,303588420.286007,25116575,37859016037763.6
2023,99903,400,0,0,0,0
2023,99903,410,0,0,0,0
2023,99903,420,36593.604401,46626249.559848,2766408,177518051402.0109
2023,99903,435,1885.104245,113522.898357,1039244,31569693747.0474
2023,99903,440,33129.062045,12080557.117468,4816289,207302309406.441
2025,99903,455,90.899841,4913.643829,135834,12643559173.3315
2025,99903,30020,75842.066724,50096859.534999,293783367,862059917902309
2025,99903,440,32559.244383,12878756.647825,4299869,181874654107.5469
2025,99903,471,296.933676,29739.203132,87049,2909900799.985335
2025,99903,472,7385.000627,1815768.651737,1208201,40976497413.1207
2025,99903,475,43.989761,1935.099109,13704,187798944.940901
2025,99903,480,133.174889,5754.02573,76463,1881599710.885873
2025,99903,30576,47535.689906,225659534.804066,10398984,8814285709957.92
2025,99903,10110,995362.782527,4646062497.130961,1871485559,13800389696895300
2025,99903,30475,5336.034869,960412.787767,5886093,664498551755.0328
2025,99903,30535,7802.873594,30361691.73979,24036380,220723676590643
2025,99903,30560,14216.815056,33253969.866698,42264211,251566572083378
2025,99903,30051,18131.761513,11036828.765398,25760641,22962144023891.98
2025,99903,30050,77.854411,3430.239385,395935,101274552581.3101
2025,99903,30052,40344.994122,695403598.674402,38230263,547262225050618
2025,99903,30152,127273.896306,1210706089.903661,92865712,718307646852358
2025,99903,30060,1492765.273609,32553560887.653297,2495342691,94768404986647900
2025,99903,30100,30898.501515,52333049.024727,16224173,14127540827080.65
2025,99903,10130,176295.987788,325361442.628635,649332215,5933276630694234
2025,99903,10170,26741.842545,61745054.440254,74185897,488139631509193
2025,99903,10180,43203.064704,27835012.380439,72650296,77042790070261.44
2025,99903,420,46239.75082,51123123.501242,6833785,4028950182113.31
2025,99903,10200,94761.726237,80634171.986157,349029145,807595734921022
2025,99903,310,17832.643195,7008461.744662,7815322,1547679598463.99
2025,99903,435,1469.867816,113298.380175,740729,21561976950.0903
2025,99903,30420,100045.134559,1277959600.541277,119303413,2018687379657850
2025,99903,30430,26844.881584,134964454.001855,54257949,448805838468468
