"YEAR","SPECIES_CODE","EST_TYPE","AREA_ID","BIOMASS_MT","BIOMASS_LCI","BIOMASS_HCI","POPULATION_COUNT","POPULATION_LCI","POPULATION_HCI","REGION"
1990,30020,"ORIG",99903,19328.811046,15312.7459885629,23344.8761034371,100475696,80506683.0637618,120444708.936238,"GOA"
1990,30050,"ORIG",803,35323.236818,17452.3091057511,53194.164530249,32828438,19328123.1227011,46328752.8772989,"Central GOA"
1990,30050,"ORIG",804,8008.253431,4970.73704388746,11045.7698181125,10049550,7072049.55797966,13027050.4420203,"Eastern GOA"
1990,30050,"ORIG",805,1327.595657,87.8768949342921,2567.31441906571,1471378,123297.787392225,2819458.21260777,"Western GOA"
1990,30050,"ORIG",99903,44659.085906,26489.5106300773,62828.6611819227,44349367,30459034.7171468,58239699.2828532,"GOA"
1990,30060,"ORIG",803,31073.146881,16918.6951334602,45227.5986285398,60087711,36860932.2034155,83314489.7965845,"Central GOA"
1990,30060,"ORIG",804,100321.482754,13260.7218710916,187382.243636908,174708361,69703058.636992,279713663.363008,"Eastern GOA"
1990,30060,"ORIG",805,24435.555627,0,51065.3743991091,79343919,0,181280218.835333,"Western GOA"
1990,30475,"ORIG",803,219.397613,46.3441247447579,392.451101255242,251176,86240.7462823767,416111.253717623,"Central GOA"
1990,30475,"ORIG",804,3066.184207,825.614983881635,5306.75343011836,3424494,2213168.38492759,4635819.61507242,"Eastern GOA"
1990,30475,"ORIG",805,0,0,0,0,0,0,"Western GOA"
1990,30475,"ORIG",99903,3285.58182,1038.33952033969,5532.82411966031,3675670,2453167.08235544,4898172.91764456,"GOA"
1990,30535,"ORIG",803,13562.987608,0,30930.4703613892,50032484,0,109435220.550666,"Central GOA"
1990,30535,"ORIG",804,3970.075268,1111.73049795119,6828.42003804881,27462675,6860804.17238134,48064545.8276187,"Eastern GOA"
1990,30535,"ORIG",805,124.092126,0,316.809389137171,311725,0,763753.552902021,"Western GOA"
1990,30535,"ORIG",99903,17657.155001,54.9752508313475,35259.3347511687,77806884,14931399.7384978,140682368.261502,"GOA"
1990,30560,"ORIG",803,3355.76074,0,9026.5173737811,16723805,0,42624703.3589613,"Central GOA"
1990,30560,"ORIG",804,34373.515735,7936.84992721027,60810.1815427897,125627817,43571290.108292,207684343.891708,"Eastern GOA"
1990,30560,"ORIG",805,1.638248,0,4.84921437341471,12046,0,35656.0489341476,"Western GOA"
1990,30560,"ORIG",99903,37730.914724,10692.8898304794,64768.9396175206,142363668,56316409.4802468,228410926.519753,"GOA"
1990,30576,"ORIG",803,4753.572243,254.485175484738,9252.65931051526,1282818,162144.59543252,2403491.40456748,"Central GOA"
1990,30576,"ORIG",804,7605.718936,3798.13588019606,11413.3019918039,1758149,838530.116272398,2677767.8837276,"Eastern GOA"
1990,30576,"ORIG",805,283.922716,0,619.245114979442,90678,0,191201.854738857,"Western GOA"
1990,30576,"ORIG",99903,12643.213895,6739.66290604517,18546.7648839548,3131646,1678472.63925297,4584819.36074703,"GOA"
1990,30060,"ORIG",99903,155830.185263,63694.0260331961,247966.344492804,314139991,165962374.600859,462317607.399141,"GOA"
1990,30100,"ORIG",803,279.566663,0,562.159613493648,352959,0,734203.702301011,"Central GOA"
1990,30100,"ORIG",804,13723.985508,2013.27576906601,25434.695246934,9248894,728517.920835242,17769270.0791648,"Eastern GOA"
1990,30100,"ORIG",805,0,0,0,0,0,0,"Western GOA"
1990,30100,"ORIG",99903,14003.552171,2289.43328116316,25717.6710608368,9601853,1072951.7780702,18130754.2219298,"GOA"
1990,30150,"ORIG",803,17322.800491,2179.38915121391,32466.2118307861,11326915,2253821.24759282,20400008.7524072,"Central GOA"
1990,30150,"ORIG",805,2836.351646,0,5674.37149596757,1861154,148292.316458458,3574015.68354154,"Western GOA"
1990,30420,"ORIG",803,73704.835087,0,156962.765575738,108996112,3926658.50099792,214065565.499002,"Central GOA"
1990,30420,"ORIG",804,342.505999,0,745.051952170809,466511,0,1001690.66969097,"Eastern GOA"
1990,30420,"ORIG",805,32708.994332,1511.51251835865,63906.4761456414,44902344,0,96548115.9533812,"Western GOA"
1990,30420,"ORIG",99903,106756.335417,17844.4244937476,195668.246340252,154364967,37287376.3324497,271442557.66755,"GOA"
1990,30150,"ORIG",804,6696.245755,0,13621.8268554095,4726806,12064.5630637813,9441547.43693622,"Eastern GOA"
1990,30150,"ORIG",99903,26855.397892,9963.36020399073,43747.4355800093,17914876,7547440.820358,28282311.179642,"GOA"
1990,483,"ORIG",804,0,0,0,0,0,0,"Eastern GOA"
1990,483,"ORIG",805,0,0,0,0,0,0,"Western GOA"
1990,483,"ORIG",99903,0,0,0,0,0,0,"GOA"
1990,485,"ORIG",803,0,0,0,0,0,0,"Central GOA"
1990,485,"ORIG",804,0,0,0,0,0,0,"Eastern GOA"
1990,485,"ORIG",805,0,0,0,0,0,0,"Western GOA"
1990,485,"ORIG",99903,0,0,0,0,0,0,"GOA"
1990,21720,"ORIG",803,263207.407336,144648.988385749,381765.826286251,149156535,64144767.2243518,234168302.775648,"Central GOA"
1990,21720,"ORIG",804,25582.589418,18411.0523356435,32754.1265003565,12494870,8248223.55746212,16741516.4425379,"Eastern GOA"
1990,21720,"ORIG",805,124491.405159,86807.7647098113,162175.045608189,49272872,35257182.9788383,63288561.0211617,"Western GOA"
1990,21720,"ORIG",99903,413281.401913,288671.665513268,537891.138312732,210924277,124660297.233897,297188256.766103,"GOA"
1990,21740,"ORIG",803,618268.606448,460766.998654773,775770.214241227,914931441,626091370.759738,1203771511.24026,"Central GOA"
1990,21740,"ORIG",804,59718.567934,44320.4541747729,75116.6816932271,245853995,132009401.482038,359698588.517962,"Eastern GOA"
1990,21740,"ORIG",805,162154.991393,57918.2679013435,266391.714884657,218393730,66218126.3167212,370569333.683279,"Western GOA"
1990,10130,"ORIG",803,160231.481213,110499.96690094,209962.99552506,465164787,348448986.546506,581880587.453494,"Central GOA"
1990,10130,"ORIG",804,23008.478142,9124.62022981311,36892.3360541869,64169825,36817669.1573762,91521980.8426238,"Eastern GOA"
1990,10130,"ORIG",805,58146.366846,36227.6398896695,80065.0938023306,195656679,117686381.861299,273626976.138701,"Western GOA"
1990,10130,"ORIG",99903,241386.326201,185293.406704127,297479.245697873,724991291,581987494.754458,867995087.245542,"GOA"
1990,21230,"ORIG",803,14573.211053,0,38970.000329168,3190560,0,8639333.96738856,"Central GOA"
1990,21230,"ORIG",804,692.953742,248.375547535739,1137.53193646426,303051,59419.4130148773,546682.586985123,"Eastern GOA"
1990,21230,"ORIG",805,4912.718474,1729.57227322417,8095.86467477583,1153900,464398.139126363,1843401.86087364,"Western GOA"
1990,21230,"ORIG",99903,20178.883269,0,44786.4714582609,4647510,0,10145137.3895214,"GOA"
1990,21740,"ORIG",99903,840142.165775,650645.060548905,1029639.2710011,1379179166,1033424061.90746,1724934270.09254,"GOA"
1990,10170,"ORIG",803,449.370472,58.5581758965104,840.18276810349,549197,82939.8203571454,1015454.17964285,"Central GOA"
1990,10170,"ORIG",804,6312.353879,0,12901.2450538422,11540165,598618.735661619,22481711.2643384,"Eastern GOA"
1990,10170,"ORIG",805,807.319987,0,2221.9591032599,1227095,0,3423578.79784557,"Western GOA"
1990,10170,"ORIG",99903,7569.044338,818.679533491473,14319.4091425085,13316457,2146883.53068509,24486030.4693149,"GOA"
1990,10180,"ORIG",803,71046.916503,47423.7061041416,94670.1269018584,81239431,55183086.6231075,107295775.376892,"Central GOA"
1990,10180,"ORIG",804,23642.092314,18384.8021593228,28899.3824686772,34468669,27095061.0711153,41842276.9288847,"Eastern GOA"
1990,10180,"ORIG",805,1646.764316,758.577291042343,2534.95134095766,2148163,954577.061995733,3341748.93800427,"Western GOA"
1990,10180,"ORIG",99903,96335.773132,72118.3404540612,120553.205809939,117856263,90750399.7308191,144962126.269181,"GOA"
1990,10200,"ORIG",803,75063.739815,55661.040908599,94466.438721401,175599688,134388462.840608,216810913.159392,"Central GOA"
1990,10200,"ORIG",804,16225.585971,8685.40709038054,23765.7648516195,71477389,45071753.5438099,97883024.4561901,"Eastern GOA"
1990,10200,"ORIG",805,6736.486531,3896.85154813891,9576.1215138611,15761148,9702976.34867788,21819319.6513221,"Western GOA"
1990,10200,"ORIG",99903,98025.812317,77016.7059761753,119034.918657825,262838225,213519627.019723,312156822.980277,"GOA"
1990,10210,"ORIG",803,10173.808578,2010.18880281628,18337.4283531837,33558938,3144848.54712243,63973027.4528776,"Central GOA"
1990,10210,"ORIG",804,0,0,0,0,0,0,"Eastern GOA"
1990,10210,"ORIG",805,46831.264387,0,93982.2025022563,111221744,0,227761245.672355,"Western GOA"
1990,10210,"ORIG",99903,57005.072965,9152.6367367106,104857.509193289,144780682,24337864.5002064,265223499.499794,"GOA"
1990,10220,"ORIG",803,5489.286224,19.5217965657106,10959.0506514343,2374336,1930.496204255,4746741.50379574,"Central GOA"
1990,10220,"ORIG",804,3126.912732,0,9185.17584833339,2827912,0,8308453.59156736,"Eastern GOA"
1990,10220,"ORIG",805,1558.575032,0,3597.93545691607,788819,0,1729527.99648702,"Western GOA"
1990,10220,"ORIG",99903,10174.773988,1761.69691590154,18587.8510600985,5991067,0,12036691.6515486,"GOA"
1990,10250,"ORIG",803,97.524146,0,288.671473134438,120948,0,358005.454072914,"Central GOA"
1990,10250,"ORIG",804,31.944996,0,94.5571877783685,44032,0,130334.125144423,"Eastern GOA"
1990,10250,"ORIG",805,0,0,0,0,0,0,"Western GOA"
1990,10250,"ORIG",99903,129.469142,0,330.609856998061,164979,0,417257.206224746,"GOA"
1990,10270,"ORIG",803,14026.355296,995.713662908471,27056.9969290915,46567599,4209884.05370265,88925313.9462974,"Central GOA"
1990,10270,"ORIG",804,2110.684134,0,4632.35467853233,7264614,0,15438223.2930249,"Eastern GOA"
1990,10270,"ORIG",805,1154.116001,0,2442.97685338558,2251636,125798.719842632,4377473.28015737,"Western GOA"
1990,10270,"ORIG",99903,17291.155431,3956.32862289963,30625.9822391004,56083849,12892378.9105424,99275319.0894576,"GOA"
1990,10285,"ORIG",803,3115.874229,576.789161034861,5654.95929696514,2585810,321139.291726637,4850480.70827336,"Central GOA"
1990,10285,"ORIG",804,0,0,0,0,0,0,"Eastern GOA"
1990,10285,"ORIG",805,2813.669271,0,6040.97189443724,2218185,0,4586622.17622216,"Western GOA"
1990,10285,"ORIG",99903,5929.5435,1823.1539415669,10035.9330584331,4803995,1527071.43137308,8080918.56862692,"GOA"
1990,310,"ORIG",803,15187.630893,1565.10271017401,28810.159075826,5585779,196588.403777735,10974969.5962223,"Central GOA"
1990,310,"ORIG",804,3253.165529,1880.3765678681,4625.9544901319,1360340,834776.650812181,1885903.34918782,"Eastern GOA"
1990,310,"ORIG",805,301.206776,0,610.196224943459,104363,6104.83059236106,202621.169407639,"Western GOA"
1990,310,"ORIG",99903,18742.003198,5046.99322709249,32437.0131689075,7050481,1634832.67461223,12466129.3253878,"GOA"
1990,20510,"ORIG",803,183203.41708,110589.082225373,255817.751934627,60617669,39936580.2649498,81298757.7350502,"Central GOA"
1990,20510,"ORIG",804,22645.736415,17413.0766500121,27878.3961799879,12642393,10007216.8374528,15277569.1625472,"Eastern GOA"
1990,20510,"ORIG",805,7219.025469,0,18148.1626659823,3297724,0,8037667.01095878,"Western GOA"
1993,10110,"ORIG",804,220616.151926,180648.854079985,260583.449772015,293670652,237657075.947916,349684228.052084,"Eastern GOA"
1993,10110,"ORIG",805,211403.878939,162766.76763131,260040.99024669,361780805,285755313.594105,437806296.405895,"Western GOA"
1993,21720,"ORIG",803,267989.813947,127279.807654421,408699.820239579,139647471,56857203.4062841,222437738.593716,"Central GOA"
1993,21720,"ORIG",804,20232.677236,12131.3249481829,28334.0295238171,7873287,4957776.31249054,10788797.6875095,"Eastern GOA"
1993,21720,"ORIG",805,111831.95517,92232.2485732894,131431.661766711,72820912,56691982.6892318,88949841.3107682,"Western GOA"
1993,30020,"ORIG",803,12507.773468,8496.74840257319,16518.7985334268,55260596,35281148.7920059,75240043.2079941,"Central GOA"
1993,30020,"ORIG",804,15201.468045,13052.1661621879,17350.7699278121,81363043,70248659.7218887,92477426.2781113,"Eastern GOA"
1993,30020,"ORIG",805,3705.752781,2093.46008532845,5318.04547667155,19422325,9014814.38968364,29829835.6103164,"Western GOA"
1993,30100,"ORIG",805,0,0,0,0,0,0,"Western GOA"
1993,30100,"ORIG",99903,18319.495587,7390.13631601033,29248.8548579897,11867098,5062999.10675396,18671196.893246,"GOA"
1993,10170,"ORIG",803,1856.258766,65.7531619208581,3646.76437007914,1877023,277288.092268713,3476757.90773129,"Central GOA"
1993,10170,"ORIG",804,5306.744884,0,12942.5312975074,10899989,0,27980047.2172063,"Eastern GOA"
1993,10170,"ORIG",805,1236.422511,0,2728.13019495183,1143507,0,2383370.81716803,"Western GOA"
1993,10170,"ORIG",99903,8399.426161,415.92215052289,16382.9301714771,13920519,0,31120077.2141895,"GOA"
1993,10180,"ORIG",803,43459.445683,36700.8370614952,50218.0543045048,52713493,43529276.7649482,61897709.2350518,"Central GOA"
1993,10180,"ORIG",804,39205.750814,28837.085367732,49574.416260268,53242394,40193983.8089184,66290804.1910816,"Eastern GOA"
1993,10180,"ORIG",805,2379.199754,773.221575222221,3985.17793277778,2407721,426782.926877439,4388659.07312256,"Western GOA"
1993,10180,"ORIG",99903,85044.396251,72563.7240116524,97525.0684903476,108363609,92284586.8899195,124442631.110081,"GOA"
1993,30150,"ORIG",803,36623.123102,10040.0035856021,63206.2426183979,38120318,210829.311411382,76029806.6885886,"Central GOA"
1993,30150,"ORIG",804,9043.427844,1884.83474233005,16202.02094567,6311172,1234765.60621644,11387578.3937836,"Eastern GOA"
1993,30150,"ORIG",805,11821.378287,0,29863.9888053016,11849775,0,30145015.120598,"Western GOA"
1993,30150,"ORIG",99903,57487.929233,24572.226403902,90403.632062098,56281265,13882974.4026727,98679555.5973273,"GOA"
1993,10200,"ORIG",803,55250.388905,45298.6959606603,65202.0818493397,127939913,103920945.045809,151958880.954191,"Central GOA"
1993,10200,"ORIG",804,20714.498616,15142.6958365178,26286.3013954822,84991032,64981968.5414768,105000095.458523,"Eastern GOA"
1993,10200,"ORIG",805,10775.34405,6534.39711102743,15016.2909889726,22182455,13923384.8073558,30441525.1926442,"Western GOA"
1993,10200,"ORIG",99903,86740.23157,74571.9609611154,98908.5021788846,235113399,202779427.970776,267447370.029224,"GOA"
1993,10210,"ORIG",803,10576.617045,2319.71160601204,18833.522483988,23572003,4680473.08375212,42463532.9162479,"Central GOA"
1993,10210,"ORIG",804,0,0,0,0,0,0,"Eastern GOA"
1993,10210,"ORIG",805,67691.603189,28505.6406188036,106877.565759196,191293903,79398788.7660418,303189017.233958,"Western GOA"
1993,10210,"ORIG",99903,78268.220233,38221.7952991657,118314.645166834,214865906,101387245.045585,328344566.954415,"GOA"
1993,10220,"ORIG",803,31046.545796,6568.00840151784,55525.0831904822,14313082,2545671.35881737,26080492.6411826,"Central GOA"
1993,310,"ORIG",803,7564.711174,3739.5874307786,11389.8349172214,2976293,1586745.73748802,4365840.26251198,"Central GOA"
1993,310,"ORIG",804,25812.434438,12974.8955428622,38649.9733331378,15696302,7581974.80785746,23810629.1921425,"Eastern GOA"
1993,310,"ORIG",805,158.254962,25.5999661549946,290.909957845005,58540,17327.445803725,99752.554196275,"Western GOA"
1993,310,"ORIG",99903,33535.400575,20139.4469365668,46931.3542134332,18731134,10498586.0438371,26963681.9561629,"GOA"
1993,410,"ORIG",803,0,0,0,0,0,0,"Central GOA"
1993,410,"ORIG",804,0,0,0,0,0,0,"Eastern GOA"
1993,410,"ORIG",805,0,0,0,0,0,0,"Western GOA"
1993,410,"ORIG",99903,0,0,0,0,0,0,"GOA"
1993,420,"ORIG",803,21491.222046,13699.1533408015,29283.2907511985,1421216,871054.651493975,1971377.34850603,"Central GOA"
1993,420,"ORIG",804,15769.616086,4392.55633030581,27146.6758416942,2474699,115547.533100662,4833850.46689934,"Eastern GOA"
1993,420,"ORIG",805,1895.091714,526.523071286287,3263.66035671371,100328,39725.4910010696,160930.50899893,"Western GOA"
1993,20510,"ORIG",803,192904.351455,117889.918404255,267918.784505745,96759604,45237791.799326,148281416.200674,"Central GOA"
1993,20510,"ORIG",804,39805.969023,20371.4003987471,59240.5376472529,15841555,10773817.1397181,20909292.8602819,"Eastern GOA"
1993,20510,"ORIG",805,15713.680865,4908.67710149838,26518.6846285016,8466100,2926230.68702653,14005969.3129735,"Western GOA"
1993,20510,"ORIG",99903,248424.001343,170183.246426749,326664.756259251,121067259,69001250.4006568,173133267.599343,"GOA"
1993,420,"ORIG",99903,39155.929845,25298.5562294483,53013.3034605517,3996244,1573034.18298864,6419453.81701136,"GOA"
1993,440,"ORIG",803,14056.168424,10039.8947283289,18072.4421196711,1541730,1096840.2315123,1986619.7684877,"Central GOA"
1993,440,"ORIG",804,3520.495554,2214.50144154729,4826.48966645271,586093,371327.267505651,800858.732494349,"Eastern GOA"
1993,440,"ORIG",805,105.157492,0,252.71595818311,14192,0,33987.016468529,"Western GOA"
1993,440,"ORIG",99903,17681.82147,13455.9667018799,21907.6762381201,2142014,1647602.15888385,2636425.84111615,"GOA"
1993,460,"ORIG",803,0,0,0,0,0,0,"Central GOA"
1993,460,"ORIG",804,0,0,0,0,0,0,"Eastern GOA"
1993,460,"ORIG",805,0,0,0,0,0,0,"Western GOA"
1993,460,"ORIG",99903,0,0,0,0,0,0,"GOA"
1993,475,"ORIG",803,0,0,0,0,0,0,"Central GOA"
1993,475,"ORIG",804,0,0,0,0,0,0,"Eastern GOA"
1993,475,"ORIG",805,0,0,0,0,0,0,"Western GOA"
1993,475,"ORIG",99903,0,0,0,0,0,0,"GOA"
1993,480,"ORIG",803,0,0,0,0,0,0,"Central GOA"
1993,480,"ORIG",804,0,0,0,0,0,0,"Eastern GOA"
1993,480,"ORIG",805,0,0,0,0,0,0,"Western GOA"
1993,480,"ORIG",99903,0,0,0,0,0,0,"GOA"
1993,483,"ORIG",803,0,0,0,0,0,0,"Central GOA"
1993,483,"ORIG",804,0,0,0,0,0,0,"Eastern GOA"
1993,483,"ORIG",805,0,0,0,0,0,0,"Western GOA"
1993,483,"ORIG",99903,0,0,0,0,0,0,"GOA"
1993,485,"ORIG",803,0,0,0,0,0,0,"Central GOA"
1993,485,"ORIG",804,0,0,0,0,0,0,"Eastern GOA"
1993,485,"ORIG",805,0,0,0,0,0,0,"Western GOA"
1993,485,"ORIG",99903,0,0,0,0,0,0,"GOA"
1993,10110,"ORIG",803,1115813.802678,930104.384031104,1301523.2213249,1254169121,1057021079.86048,1451317162.13952,"Central GOA"
1993,10220,"ORIG",804,5170.065098,0,11788.1267549078,3877687,0,9047676.54454947,"Eastern GOA"
1993,10220,"ORIG",805,3739.86132,0,7943.35632377124,3222330,0,6903652.43940913,"Western GOA"
1993,10220,"ORIG",99903,39956.472214,14253.030745698,65659.913682302,21413099,8043249.33772383,34782948.6622762,"GOA"
1993,10250,"ORIG",803,388.304031,0,783.173103801422,506888,0,1061332.77718566,"Central GOA"
1993,10250,"ORIG",804,7.777931,0,23.0226764352508,22876,0,67713.486398851,"Eastern GOA"
1993,10250,"ORIG",805,79.851946,0,236.361760454706,107578,0,318430.168896229,"Western GOA"
1993,10250,"ORIG",99903,475.933909,50.90531121481,900.96250678519,637342,42465.5016717603,1232218.49832824,"GOA"
1993,10270,"ORIG",803,23147.379533,6516.29333795979,39778.4657280402,74249657,14418168.1631966,134081145.836803,"Central GOA"
1993,10270,"ORIG",804,2891.305216,0,6707.70082710414,9195912,0,22111066.7011896,"Eastern GOA"
1993,10270,"ORIG",805,3699.879731,314.304562951962,7085.45489904804,10301522,709600.933172261,19893443.0668277,"Western GOA"
1993,10270,"ORIG",99903,29738.56448,12342.5872810665,47134.5416789335,93747091,31790547.9465304,155703634.05347,"GOA"
1993,10285,"ORIG",803,910.618255,208.827615273358,1612.40889472664,1164058,0,2373510.59747188,"Central GOA"
1993,10285,"ORIG",804,0,0,0,0,0,0,"Eastern GOA"
1993,10285,"ORIG",805,1596.414267,74.5003437171515,3118.32819028285,1422927,279282.787154108,2566571.21284589,"Western GOA"
1993,10285,"ORIG",99903,2507.032523,831.105289528892,4182.95975647111,2586985,922443.72051566,4251526.27948434,"GOA"
1993,30420,"ORIG",803,90433.575142,19881.3508929796,160985.79939102,132156856,28526834.5210453,235786877.478955,"Central GOA"
1993,30420,"ORIG",804,40.763796,0,83.3077904571076,59154,0,119633.664611014,"Eastern GOA"
1993,30420,"ORIG",805,14457.873702,0,29880.6994136444,22290267,0,45981231.0620175,"Western GOA"
1993,30420,"ORIG",99903,104932.21264,32713.920570696,177150.504709304,154506277,48202717.3808309,260809836.619169,"GOA"
1993,30430,"ORIG",803,111.460293,0,300.931308399426,145981,0,376553.423316801,"Central GOA"
1993,30430,"ORIG",804,28352.228103,0,59142.2839907257,50384517,0,101348971.802418,"Eastern GOA"
1993,30430,"ORIG",805,5.511417,0,16.3137949693917,13508,0,39984.4167978388,"Western GOA"
1993,30430,"ORIG",99903,28469.199814,0,59259.8405596279,50544006,0,101508989.252727,"GOA"
1993,30475,"ORIG",803,434.045805,236.272750240391,631.818859759609,625134,370273.116099425,879994.883900575,"Central GOA"
1993,30475,"ORIG",804,3153.188287,1147.55647186938,5158.82010213062,3645045,1429728.00351558,5860361.99648442,"Eastern GOA"
1993,30475,"ORIG",805,10.479345,0,25.0051493698241,16566,0,39558.1106460546,"Western GOA"
1993,30475,"ORIG",99903,3597.713436,1582.30177630224,5613.12509569776,4286744,2056696.44395836,6516791.55604164,"GOA"
1993,30535,"ORIG",803,8517.135119,0,17091.1113561833,30670943,0,61422656.67218,"Central GOA"
1993,30535,"ORIG",804,660.923003,189.94541846789,1131.90058753211,3687881,1195720.19326387,6180041.80673613,"Eastern GOA"
1993,30535,"ORIG",805,85.973715,0,176.769862475328,265113,0,537185.231027249,"Western GOA"
1993,30535,"ORIG",99903,9264.031838,676.649679197959,17851.413996802,34623938,3770205.9313949,65477670.0686051,"GOA"
1993,30560,"ORIG",803,7032.326413,0,18931.2662473726,32723857,0,87823908.4418457,"Central GOA"
1993,30560,"ORIG",804,16190.783159,7366.80243345279,25014.7638845472,57463850,29033597.2988201,85894102.7011799,"Eastern GOA"
1993,30560,"ORIG",805,76.052093,0,185.849360010832,418315,0,1109232.94779197,"Western GOA"
1993,30560,"ORIG",99903,23299.161665,8484.99748112886,38113.3258488711,90606022,28599794.045402,152612249.954598,"GOA"
1993,30576,"ORIG",803,7055.16897,1789.38565955365,12320.9522804464,1774057,639399.02210173,2908714.97789827,"Central GOA"
1993,30576,"ORIG",804,8862.55019,4725.44756462886,12999.6528153711,2133776,707294.108633722,3560257.89136628,"Eastern GOA"
1993,30576,"ORIG",805,2774.254457,0,6374.95046040855,1123287,0,2467170.33914601,"Western GOA"
1993,30576,"ORIG",99903,18691.973617,11088.7437957733,26295.2034382267,5031120,2766540.18413164,7295699.81586836,"GOA"
1993,30020,"ORIG",99903,31414.994294,26587.2299671657,36242.7586208343,156045963,130925769.857955,181166156.142045,"GOA"
1993,10110,"ORIG",99903,1547833.833543,1351744.7168954,1743922.9501906,1909620578,1691023354.38817,2128217801.61183,"GOA"
1993,21720,"ORIG",99903,400054.446354,257755.162172996,542353.730535004,220341669,135944566.137877,304738771.862123,"GOA"
1993,21740,"ORIG",803,370284.504963,250478.028553766,490090.981372234,446863144,306274619.694118,587451668.305882,"Central GOA"
1993,21740,"ORIG",804,36015.97769,19301.4892877138,52730.4660922862,124930541,64852513.4343556,185008568.565644,"Eastern GOA"
1993,21740,"ORIG",805,355639.354927,150788.44333121,560490.26652279,429542411,206310822.744306,652773999.255694,"Western GOA"
1993,21740,"ORIG",99903,761939.837581,524038.887827173,999840.787334827,1001336096,730768462.01943,1271903729.98057,"GOA"
1993,30050,"ORIG",803,41570.935217,19196.7437280826,63945.1267059174,40355975,20586563.1300147,60125386.8699853,"Central GOA"
1993,30050,"ORIG",804,9184.396338,5399.82657243077,12968.9661035692,13515381,8478004.14740385,18552757.8525961,"Eastern GOA"
1993,30050,"ORIG",805,10893.318378,0,27650.2308060124,7319902,0,17143185.2958568,"Western GOA"
1993,30050,"ORIG",99903,61648.649934,33440.1135094835,89857.1863585165,61191259,38548341.6537116,83834176.3462884,"GOA"
1993,30060,"ORIG",803,256345.034142,114345.082864842,398344.985419158,454133028,202128818.679679,706137237.32032,"Central GOA"
1993,30060,"ORIG",804,147912.163171,14474.6517882213,281349.674553779,230314654,68837615.3258895,391791692.674111,"Eastern GOA"
1993,30060,"ORIG",805,75411.490026,0,152170.262360036,144067507,8945307.52105525,279189706.478945,"Western GOA"
